Label,duration
spoof,1.696125
spoof,1.981125
spoof,3.04475
spoof,3.053125
spoof,5.3486875
spoof,1.968375
spoof,2.365375
spoof,2.88525
spoof,1.831875
spoof,3.464875
spoof,1.899875
spoof,1.672875
spoof,1.5901875
spoof,2.295375
spoof,2.65125
spoof,2.80175
spoof,3.585125
spoof,4.49575
spoof,4.0424375
spoof,2.7580625
spoof,4.5458125
spoof,2.92125
spoof,2.492375
spoof,2.9405625
spoof,1.620875
spoof,3.6511875
spoof,5.0815
spoof,2.87425
spoof,2.042125
spoof,1.6630625
spoof,2.131125
spoof,3.46875
spoof,3.44825
spoof,6.2729375
spoof,3.5150625
spoof,3.1648125
spoof,2.97725
spoof,1.8841875
spoof,2.3505625
spoof,2.18425
spoof,3.4076875
spoof,3.4939375
spoof,1.4624375
spoof,1.727125
spoof,2.7408125
spoof,2.632875
spoof,3.194
spoof,1.389125
spoof,5.32025
spoof,4.5235625
spoof,1.6809375
spoof,4.4626875
spoof,4.6755625
spoof,4.0036875
spoof,3.657875
spoof,4.4673125
spoof,3.0115
spoof,3.941625
spoof,2.5871875
spoof,2.258375
spoof,3.5690625
spoof,3.6478125
spoof,4.7725
spoof,2.871
spoof,3.62425
spoof,2.6573125
spoof,1.957875
spoof,1.9285
spoof,2.3575
spoof,3.7180625
spoof,4.111
spoof,2.2834375
spoof,1.8440625
spoof,3.1538125
spoof,2.1729375
spoof,1.9588125
spoof,3.3285
spoof,4.428125
spoof,2.4158125
spoof,3.4015
spoof,2.985375
spoof,3.8035625
spoof,1.64875
spoof,2.379
spoof,2.833625
spoof,2.6876875
spoof,4.0855625
spoof,3.4111875
spoof,1.6741875
spoof,3.365125
spoof,1.418
spoof,3.7128125
spoof,4.08875
spoof,2.566
spoof,4.2876875
spoof,1.726625
spoof,2.3754375
spoof,1.8295
spoof,2.3516875
spoof,2.7919375
spoof,5.4785625
spoof,2.4046875
spoof,3.68125
spoof,2.2943125
spoof,2.6483125
spoof,2.44575
spoof,2.349375
spoof,1.6241875
spoof,4.1754375
spoof,3.8791875
spoof,1.9234375
spoof,2.112125
spoof,2.616
spoof,3.408375
spoof,2.939
spoof,3.5941875
spoof,2.883125
spoof,1.518875
spoof,2.2338125
spoof,3.6193125
spoof,2.5005
spoof,2.5775625
spoof,1.72475
spoof,1.565
spoof,4.3878125
spoof,3.0859375
spoof,3.4658125
spoof,1.5016875
spoof,4.439125
spoof,4.0951875
spoof,2.2434375
spoof,5.067125
spoof,3.0771875
spoof,1.6475625
spoof,1.9333125
spoof,3.9528125
spoof,3.1146875
spoof,3.5905
spoof,2.447625
spoof,1.8590625
spoof,2.0583125
spoof,3.386875
spoof,4.4255625
spoof,1.8076875
spoof,3.6458125
spoof,2.6384375
spoof,3.878125
spoof,4.1648125
spoof,3.7610625
spoof,1.3219375
spoof,2.16075
spoof,2.95575
spoof,2.19175
spoof,3.4431875
spoof,3.1325
spoof,2.140625
spoof,1.555625
spoof,1.7730625
spoof,2.9908125
spoof,4.8724375
spoof,1.5408125
spoof,1.8314375
spoof,1.345125
spoof,3.4756875
spoof,4.610875
spoof,4.2216875
spoof,3.0738125
spoof,4.972
spoof,3.058875
spoof,3.2825
spoof,4.34775
spoof,4.03075
spoof,2.866125
spoof,3.4280625
spoof,2.235875
spoof,3.3236875
spoof,1.9753125
spoof,2.1720625
spoof,1.9303125
spoof,1.7011875
spoof,2.0373125
spoof,1.740125
spoof,2.350375
spoof,3.6900625
spoof,1.861
spoof,3.2861875
spoof,1.57525
spoof,2.272125
spoof,3.529125
spoof,3.2145625
spoof,1.945625
spoof,2.31225
spoof,3.26925
spoof,2.0484375
spoof,2.9526875
spoof,1.5029375
spoof,2.9949375
spoof,1.5575625
spoof,2.4606875
spoof,4.2101875
spoof,2.61625
spoof,2.74
spoof,3.2636875
spoof,2.2099375
spoof,2.433875
spoof,3.774
spoof,2.544625
spoof,2.165375
spoof,4.1746875
spoof,2.3749375
spoof,1.91525
spoof,1.9461875
spoof,3.23925
spoof,3.841875
spoof,2.6423125
spoof,4.425
spoof,4.340125
spoof,1.4439375
spoof,5.6176875
spoof,1.6809375
spoof,2.3650625
spoof,3.8975
spoof,2.3534375
spoof,2.52125
spoof,3.1276875
spoof,3.1711875
spoof,3.3236875
spoof,2.5175625
spoof,3.063125
spoof,2.7451875
spoof,3.827625
spoof,2.5534375
spoof,2.6515
spoof,3.8924375
spoof,1.8661875
spoof,4.2596875
spoof,2.05875
spoof,2.0585625
spoof,2.962375
spoof,4.18675
spoof,2.0995
spoof,3.6871875
spoof,3.263375
spoof,1.3886875
spoof,2.8896875
spoof,3.969
spoof,2.2398125
spoof,2.9158125
spoof,2.4610625
spoof,3.5983125
spoof,2.318625
spoof,2.9946875
spoof,2.61125
spoof,1.6025625
spoof,5.213125
spoof,1.5338125
spoof,2.309
spoof,2.552
spoof,3.8260625
spoof,2.87275
spoof,3.252
spoof,3.5550625
spoof,3.4798125
spoof,2.93125
spoof,4.0983125
spoof,2.6595625
spoof,2.7994375
spoof,5.529
spoof,2.5971875
spoof,4.512375
spoof,2.4016875
spoof,1.6678125
spoof,2.6583125
spoof,2.4624375
spoof,3.23625
spoof,3.1041875
spoof,3.1710625
spoof,2.36825
spoof,4.136375
spoof,1.8944375
spoof,2.578
spoof,3.276125
spoof,4.1710625
spoof,2.972375
spoof,3.6474375
spoof,3.9830625
spoof,3.7030625
spoof,3.005375
spoof,3.27475
spoof,3.54975
spoof,1.4714375
spoof,3.091375
spoof,2.3529375
spoof,1.561625
spoof,3.418
spoof,3.22775
spoof,1.676375
spoof,2.2894375
spoof,3.1450625
spoof,3.4245625
spoof,3.0861875
spoof,2.109125
spoof,2.9935625
spoof,1.5636875
spoof,1.81975
spoof,2.75825
spoof,2.9801875
spoof,1.95625
spoof,2.4713125
spoof,2.8780625
spoof,2.4339375
spoof,2.0130625
spoof,2.2054375
spoof,2.692125
spoof,2.8224375
spoof,2.684125
spoof,4.9676875
spoof,2.0825625
spoof,3.1856875
spoof,3.08025
spoof,3.0945
spoof,1.1403125
spoof,4.4954375
spoof,2.0113125
spoof,2.7600625
spoof,2.1159375
spoof,2.9399375
spoof,1.8195625
spoof,2.2625625
spoof,4.043
spoof,4.0374375
spoof,4.3579375
spoof,2.2220625
spoof,2.0683125
spoof,1.6625
spoof,3.148375
spoof,3.3000625
spoof,1.8750625
spoof,1.8895625
spoof,2.2571875
spoof,3.0293125
spoof,2.3093125
spoof,2.39375
spoof,2.9510625
spoof,4.9135
spoof,4.501375
spoof,2.395625
spoof,3.36425
spoof,2.7548125
spoof,1.74275
spoof,2.9646875
spoof,1.434125
spoof,4.57925
spoof,3.0949375
spoof,2.750875
spoof,4.7705
spoof,1.925625
spoof,2.38975
spoof,3.3679375
spoof,2.804875
spoof,3.7150625
spoof,2.3520625
spoof,2.445625
spoof,3.8304375
spoof,2.5858125
spoof,4.5889375
spoof,3.0345
spoof,3.6635625
spoof,2.2150625
spoof,3.3124375
spoof,1.2796875
spoof,3.3165
spoof,1.9368125
spoof,4.541375
spoof,3.3795
spoof,4.6529375
spoof,2.1344375
spoof,3.3785
spoof,2.2874375
spoof,8.166875
spoof,3.2541875
spoof,3.107375
spoof,2.18875
spoof,3.66425
spoof,4.6335625
spoof,2.39775
spoof,1.5008125
spoof,2.2241875
spoof,3.4764375
spoof,4.66175
spoof,1.625125
spoof,2.455375
spoof,2.7035
spoof,2.3385
spoof,3.7195625
spoof,2.3234375
spoof,4.728125
spoof,3.87425
spoof,2.92775
spoof,2.74525
spoof,3.66175
spoof,2.718125
spoof,2.2863125
spoof,3.9896875
spoof,2.1685
spoof,2.1689375
spoof,2.8525
spoof,2.664
spoof,2.3103125
spoof,7.528
spoof,1.7325625
spoof,3.5144375
spoof,1.522125
spoof,1.315375
spoof,2.8031875
spoof,3.138375
spoof,4.7788125
spoof,1.7240625
spoof,2.8738125
spoof,4.36975
spoof,1.9320625
spoof,3.37175
spoof,1.5208125
spoof,1.9158125
spoof,3.4955
spoof,2.683625
spoof,2.7540625
spoof,3.4280625
spoof,3.407125
spoof,4.579625
spoof,2.7775
spoof,3.8748125
spoof,2.7035
spoof,3.33
spoof,3.3955625
spoof,2.707375
spoof,2.57275
spoof,1.9690625
spoof,1.6776875
spoof,3.324875
spoof,1.828375
spoof,3.2419375
spoof,3.7124375
spoof,1.21125
spoof,1.792375
spoof,4.207375
spoof,2.951
spoof,1.4265
spoof,4.2414375
spoof,1.674875
spoof,3.127125
spoof,2.76625
spoof,2.475875
spoof,2.76075
spoof,2.7681875
spoof,1.6599375
spoof,3.955875
spoof,2.640625
spoof,3.5448125
spoof,7.56375
spoof,2.8850625
spoof,2.32825
spoof,2.626625
spoof,1.72475
spoof,4.539875
spoof,2.0913125
spoof,2.132875
spoof,3.0344375
spoof,1.56525
spoof,2.98925
spoof,2.89575
spoof,1.309625
spoof,4.7168125
spoof,4.871375
spoof,3.819125
spoof,3.4545
spoof,4.5590625
spoof,2.8921875
spoof,3.195375
spoof,3.740375
spoof,2.4750625
spoof,3.4814375
spoof,3.544125
spoof,5.992125
spoof,1.6081875
spoof,1.961
spoof,2.8984375
spoof,4.024375
spoof,2.1534375
spoof,2.5269375
spoof,1.47375
spoof,5.1505
spoof,2.576125
spoof,4.0711875
spoof,3.3716875
spoof,3.5740625
spoof,2.481375
spoof,2.8873125
spoof,3.8945625
spoof,2.927125
spoof,4.729625
spoof,3.6280625
spoof,4.052875
spoof,2.6735
spoof,3.0213125
spoof,1.973625
spoof,2.7453125
spoof,3.3165
spoof,2.61425
spoof,1.56275
spoof,3.2389375
spoof,3.5291875
spoof,4.8364375
spoof,2.4794375
spoof,4.5694375
spoof,3.040125
spoof,4.3074375
spoof,2.3376875
spoof,4.5738125
spoof,3.9856875
spoof,1.2366875
spoof,4.64925
spoof,1.641875
spoof,3.720625
spoof,5.1608125
spoof,4.0893125
spoof,2.9889375
spoof,3.7849375
spoof,4.0106875
spoof,1.569
spoof,2.09575
spoof,2.1764375
spoof,2.77575
spoof,3.6395
spoof,2.709125
spoof,3.47275
spoof,2.794875
spoof,2.674375
spoof,2.3638125
spoof,2.892625
spoof,3.3581875
spoof,2.596375
spoof,3.5756875
spoof,2.016875
spoof,2.756125
spoof,4.5013125
spoof,3.729875
spoof,3.7359375
spoof,5.111125
spoof,2.213
spoof,3.6369375
spoof,3.972125
spoof,3.2945625
spoof,3.522125
spoof,1.614125
spoof,1.984
spoof,3.1694375
spoof,2.6193125
spoof,3.479625
spoof,3.9348125
spoof,2.4928125
spoof,2.5275
spoof,3.6131875
spoof,3.966
spoof,3.148
spoof,5.197875
spoof,3.659625
spoof,1.2211875
spoof,2.84875
spoof,2.2455625
spoof,2.8075
spoof,3.2146875
spoof,2.54
spoof,3.04475
spoof,5.35
spoof,4.15825
spoof,2.5061875
spoof,4.523875
spoof,3.2739375
spoof,3.2869375
spoof,2.2634375
spoof,1.974375
spoof,1.83075
spoof,2.51425
spoof,3.0398125
spoof,1.7449375
spoof,4.8325
spoof,2.2273125
spoof,4.8713125
spoof,2.864875
spoof,2.4798125
spoof,2.853375
spoof,3.9725625
spoof,3.6046875
spoof,2.7064375
spoof,4.70825
spoof,4.348
spoof,2.26925
spoof,3.910375
spoof,2.8125
spoof,3.825
spoof,5.671875
spoof,3.72925
spoof,1.858125
spoof,2.6799375
spoof,3.7959375
spoof,3.756125
spoof,2.09775
spoof,2.239875
spoof,2.0225
spoof,1.352875
spoof,4.4873125
spoof,3.0315625
spoof,1.4065625
spoof,3.98275
spoof,2.9905625
spoof,4.58
spoof,2.4648125
spoof,2.973875
spoof,4.433375
spoof,2.3141875
spoof,1.5849375
spoof,2.7003125
spoof,3.37575
spoof,2.397
spoof,5.258
spoof,2.1265
spoof,7.620375
spoof,2.2926875
spoof,2.606125
spoof,2.931625
spoof,1.783375
spoof,2.1576875
spoof,1.5789375
spoof,4.37175
spoof,3.8135625
spoof,3.4719375
spoof,4.057875
spoof,2.3433125
spoof,2.2413125
spoof,2.1349375
spoof,1.183125
spoof,2.0316875
spoof,3.400625
spoof,2.2279375
spoof,5.657875
spoof,2.9686875
spoof,3.7428125
spoof,3.734
spoof,1.5870625
spoof,4.317375
spoof,2.77
spoof,2.73225
spoof,1.9791875
spoof,1.5981875
spoof,3.5933125
spoof,4.4923125
spoof,4.0754375
spoof,2.65675
spoof,2.7393125
spoof,2.6058125
spoof,3.228625
spoof,3.3055
spoof,2.2283125
spoof,4.2554375
spoof,4.2660625
spoof,4.6616875
spoof,1.8005625
spoof,1.718125
spoof,3.71375
spoof,4.072625
spoof,1.914625
spoof,2.57
spoof,4.6054375
spoof,4.2574375
spoof,1.5901875
spoof,2.7603125
spoof,3.2198125
spoof,4.6014375
spoof,3.1924375
spoof,2.7741875
spoof,3.938875
spoof,2.1348125
spoof,3.24625
spoof,3.091125
spoof,3.65825
spoof,4.9400625
spoof,2.8658125
spoof,4.18675
spoof,2.345
spoof,2.67325
spoof,4.294375
spoof,1.5715625
spoof,2.7963125
spoof,2.4204375
spoof,2.26075
spoof,1.78425
spoof,2.33575
spoof,2.406875
spoof,3.38925
spoof,1.752125
spoof,3.06875
spoof,3.10825
spoof,3.2195
spoof,1.8821875
spoof,2.3681875
spoof,3.8076875
spoof,4.1123125
spoof,1.6101875
spoof,2.564375
spoof,2.66425
spoof,5.696375
spoof,2.74925
spoof,2.309375
spoof,1.9404375
spoof,4.4485
spoof,3.8648125
spoof,4.081
spoof,2.884125
spoof,2.2475
spoof,1.488125
spoof,4.748625
spoof,3.5313125
spoof,3.887625
spoof,1.976125
spoof,3.0388125
spoof,2.0019375
spoof,1.706875
spoof,2.2614375
spoof,1.8065
spoof,3.9570625
spoof,4.2005625
spoof,2.4199375
spoof,3.676875
spoof,3.0888125
spoof,2.4128125
spoof,1.8705625
spoof,4.21075
spoof,4.4853125
spoof,2.233875
spoof,3.9590625
spoof,1.7633125
spoof,2.076875
spoof,1.667375
spoof,3.697625
spoof,2.5838125
spoof,3.1799375
spoof,3.1750625
spoof,3.8519375
spoof,3.2553125
spoof,2.9818125
spoof,1.6350625
spoof,3.325125
spoof,2.956875
spoof,5.4036875
spoof,2.067875
spoof,2.568375
spoof,2.23625
spoof,3.779625
spoof,1.38175
spoof,1.381
spoof,1.8661875
spoof,2.0471875
spoof,2.3881875
spoof,3.912
spoof,1.242375
spoof,2.870125
spoof,1.73425
spoof,3.068625
spoof,2.9213125
spoof,3.015625
spoof,2.2634375
spoof,2.6059375
spoof,1.5359375
spoof,3.546125
spoof,2.345875
spoof,4.524875
spoof,2.2845
spoof,3.9478125
spoof,1.511125
spoof,4.9065
spoof,3.960125
spoof,2.01575
spoof,2.1304375
spoof,2.971125
spoof,3.5745625
spoof,2.574
spoof,2.99025
spoof,1.0700625
spoof,2.6005625
spoof,1.5376875
spoof,2.897125
spoof,3.4070625
spoof,3.09875
spoof,1.9425
spoof,2.6595625
spoof,1.8064375
spoof,2.0923125
spoof,3.518875
spoof,2.5279375
spoof,4.0711875
spoof,3.41475
spoof,2.1174375
spoof,2.163375
spoof,3.5594375
spoof,2.0864375
spoof,2.5425625
spoof,3.40175
spoof,3.9389375
spoof,3.67725
spoof,3.5589375
spoof,3.637
spoof,3.9569375
spoof,2.7350625
spoof,2.134875
spoof,2.5069375
spoof,1.86575
spoof,4.1159375
spoof,2.4213125
spoof,3.52625
spoof,4.3240625
spoof,4.2049375
spoof,3.5714375
spoof,3.7173125
spoof,4.1760625
spoof,1.7996875
spoof,4.5528125
spoof,1.777375
spoof,4.02375
spoof,3.339625
spoof,2.659375
spoof,1.6329375
spoof,3.3175
spoof,2.8558125
spoof,3.03875
spoof,2.0645
spoof,3.5125
spoof,1.4890625
spoof,4.665375
spoof,5.2505625
spoof,1.9485
spoof,2.0205
spoof,3.545125
spoof,1.491
spoof,1.9515625
spoof,3.051375
spoof,3.5178125
spoof,1.0178125
spoof,3.3195625
spoof,4.0559375
spoof,1.719
spoof,1.8525625
spoof,2.5740625
spoof,3.4433125
spoof,3.5550625
spoof,3.0644375
spoof,2.8101875
spoof,1.256
spoof,5.042625
spoof,3.48125
spoof,3.3260625
spoof,2.580125
spoof,3.1045
spoof,3.867875
spoof,1.435625
spoof,3.2464375
spoof,2.7046875
spoof,3.6664375
spoof,2.3550625
spoof,1.140375
spoof,1.8858125
spoof,2.7846875
spoof,3.8705
spoof,5.0900625
spoof,1.9334375
spoof,2.779125
spoof,1.8975625
spoof,3.984625
spoof,4.7788125
spoof,1.6888125
spoof,1.96075
spoof,0.977125
spoof,1.0673125
spoof,4.608125
spoof,1.797375
spoof,4.3555
spoof,5.30825
spoof,3.8744375
spoof,4.3740625
spoof,4.8674375
spoof,1.885
spoof,1.340875
spoof,4.8845
spoof,2.9396875
spoof,4.1824375
spoof,2.82075
spoof,2.96675
spoof,3.1529375
spoof,2.5099375
spoof,1.091125
spoof,1.38625
spoof,3.915625
spoof,4.212875
spoof,3.9695625
spoof,3.0009375
spoof,3.3586875
spoof,3.2515625
spoof,1.7235
spoof,3.7756875
spoof,1.59275
spoof,3.8709375
spoof,1.684
spoof,1.587625
spoof,3.1479375
spoof,2.69525
spoof,1.931
spoof,2.3854375
spoof,2.64575
spoof,4.2001875
spoof,2.21375
spoof,1.6311875
spoof,3.7
spoof,2.82175
spoof,1.893
spoof,1.991
spoof,2.934625
spoof,3.5389375
spoof,4.3801875
spoof,2.206625
spoof,3.4341875
spoof,2.8978125
spoof,2.19175
spoof,4.4485625
spoof,3.2128125
spoof,4.0486875
spoof,3.8196875
spoof,3.0926875
spoof,2.7895
spoof,2.112875
spoof,2.572875
spoof,3.229625
spoof,4.99275
spoof,1.870125
spoof,1.9693125
spoof,2.3910625
spoof,3.0665
spoof,3.543
spoof,2.5398125
spoof,2.1090625
spoof,1.934875
spoof,1.4946875
spoof,2.6563125
spoof,2.6530625
spoof,1.3845
spoof,2.451875
spoof,3.25475
spoof,1.78
spoof,2.279875
spoof,2.7971875
spoof,3.598875
spoof,5.17675
spoof,5.129625
spoof,1.7245625
spoof,2.596375
spoof,2.8445
spoof,2.353625
spoof,4.12675
spoof,2.5805625
spoof,5.0904375
spoof,4.923125
spoof,3.9024375
spoof,3.123125
spoof,2.0855
spoof,5.3920625
spoof,4.48575
spoof,3.777625
spoof,1.8365
spoof,2.840125
spoof,3.663625
spoof,4.7244375
spoof,2.551125
spoof,3.397125
spoof,2.4405625
spoof,2.1730625
spoof,4.425375
spoof,2.5881875
spoof,3.0305625
spoof,4.4715625
spoof,3.8656875
spoof,3.85575
spoof,3.5575625
spoof,2.4744375
spoof,2.37525
spoof,1.9243125
spoof,3.1921875
spoof,2.5880625
spoof,3.3423125
spoof,3.2938125
spoof,1.9900625
spoof,2.1474375
spoof,3.045
spoof,4.2935
spoof,2.621125
spoof,2.228875
spoof,1.311125
spoof,3.7396875
spoof,1.295125
spoof,2.0075
spoof,4.9408125
spoof,2.9988125
spoof,1.5805
spoof,2.0633125
spoof,1.939875
spoof,2.9145
spoof,2.0161875
spoof,2.699875
spoof,4.995875
spoof,1.731375
spoof,3.145375
spoof,2.6895
spoof,3.0774375
spoof,2.527125
spoof,2.27975
spoof,2.0598125
spoof,2.3554375
spoof,2.09925
spoof,1.5234375
spoof,1.769875
spoof,2.557875
spoof,4.062375
spoof,1.4826875
spoof,1.9416875
spoof,2.3714375
spoof,2.02625
spoof,2.1473125
spoof,3.5304375
spoof,2.984125
spoof,3.176875
spoof,1.2185625
spoof,2.695625
spoof,2.28825
spoof,2.7408125
spoof,3.6856875
spoof,3.641875
spoof,2.5861875
spoof,2.8154375
spoof,1.9484375
spoof,3.000875
spoof,1.7593125
spoof,2.623125
spoof,1.2219375
spoof,2.229875
spoof,4.0296875
spoof,3.3766875
spoof,2.7875
spoof,3.70925
spoof,2.0824375
spoof,3.45925
spoof,4.8591875
spoof,3.5944375
spoof,3.430625
spoof,2.58775
spoof,3.2816875
spoof,2.688125
spoof,1.914
spoof,3.052
spoof,2.2090625
spoof,2.7466875
spoof,5.8863125
spoof,3.0680625
spoof,3.2841875
spoof,1.801375
spoof,3.0419375
spoof,2.4025625
spoof,3.5993125
spoof,2.777625
spoof,1.82025
spoof,3.935625
spoof,4.2693125
spoof,3.56625
spoof,4.742625
spoof,2.374375
spoof,3.6260625
spoof,2.297
spoof,2.992625
spoof,2.3375
spoof,2.3114375
spoof,4.14
spoof,5.1033125
spoof,2.92375
spoof,2.038125
spoof,1.4711875
spoof,2.363
spoof,1.6965
spoof,4.693625
spoof,2.6283125
spoof,2.8108125
spoof,2.6701875
spoof,3.6164375
spoof,3.2568125
spoof,4.2574375
spoof,4.28275
spoof,2.947125
spoof,3.7504375
spoof,3.4533125
spoof,3.411625
spoof,3.1815
spoof,3.56275
spoof,2.002625
spoof,5.6606875
spoof,2.6011875
spoof,3.652
spoof,3.41175
spoof,3.1803125
spoof,3.2264375
spoof,3.8705625
spoof,1.9883125
spoof,3.791
spoof,2.2049375
spoof,2.782375
spoof,3.3778125
spoof,4.10125
spoof,1.928625
spoof,2.945
spoof,2.810875
spoof,1.7619375
spoof,3.65475
spoof,1.6250625
spoof,2.9275625
spoof,2.1103125
spoof,2.3705625
spoof,2.079125
spoof,3.20575
spoof,4.5035
spoof,2.2519375
spoof,3.467875
spoof,3.031625
spoof,1.5444375
spoof,1.8999375
spoof,3.0099375
spoof,2.3615
spoof,4.5759375
spoof,1.8649375
spoof,2.873125
spoof,2.860375
spoof,2.059
spoof,1.9571875
spoof,2.00575
spoof,1.8114375
spoof,5.1506875
spoof,2.8110625
spoof,1.8201875
spoof,2.6740625
spoof,4.091625
spoof,4.839125
spoof,2.136625
spoof,1.6434375
spoof,3.5633125
spoof,1.530375
spoof,2.1208125
spoof,2.9846875
spoof,4.1118125
spoof,1.41925
spoof,1.8725
spoof,2.920125
spoof,3.744
spoof,3.8220625
spoof,2.495625
spoof,2.7023125
spoof,3.9276875
spoof,2.4661875
spoof,1.0714375
spoof,4.6220625
spoof,2.9966875
spoof,2.461625
spoof,1.9949375
spoof,3.6885
spoof,3.12825
spoof,3.9913125
spoof,2.5413125
spoof,4.267125
spoof,2.8701875
spoof,2.56825
spoof,2.881125
spoof,2.0101875
spoof,3.8851875
spoof,3.2881875
spoof,3.1618125
spoof,3.7949375
spoof,1.9516875
spoof,1.89125
spoof,2.1105625
spoof,1.5634375
spoof,3.4176875
spoof,2.2221875
spoof,2.438
spoof,2.6633125
spoof,1.8551875
spoof,3.5439375
spoof,4.095875
spoof,2.3643125
spoof,4.6515625
spoof,2.039375
spoof,2.883625
spoof,3.479
spoof,4.7980625
spoof,2.27375
spoof,2.3865625
spoof,2.3496875
spoof,3.1086875
spoof,7.65725
spoof,2.661625
spoof,2.8176875
spoof,3.7368125
spoof,3.2208125
spoof,3.31975
spoof,2.63675
spoof,2.5271875
spoof,2.53475
spoof,3.0169375
spoof,1.933125
spoof,3.274625
spoof,5.4018125
spoof,2.3620625
spoof,2.228875
spoof,2.1144375
spoof,5.4959375
spoof,3.5425
spoof,5.777625
spoof,4.1818125
spoof,3.9925625
spoof,2.205
spoof,2.7365625
spoof,3.3405
spoof,1.8809375
spoof,2.839625
spoof,2.8469375
spoof,3.1104375
spoof,3.4415
spoof,1.1876875
spoof,4.158625
spoof,2.5974375
spoof,2.6459375
spoof,3.4448125
spoof,1.8726875
spoof,2.15
spoof,1.9449375
spoof,2.5228125
spoof,1.7610625
spoof,2.0951875
spoof,3.3283125
spoof,3.655125
spoof,2.82225
spoof,1.538625
spoof,2.2808125
spoof,2.886375
spoof,4.0974375
spoof,4.4058125
spoof,9.4214375
spoof,3.1713125
spoof,3.6041875
spoof,2.547375
spoof,3.03
spoof,5.0715
spoof,2.779
spoof,2.0358125
spoof,2.7160625
spoof,4.899125
spoof,2.445875
spoof,3.6138125
spoof,7.0088125
spoof,3.010625
spoof,6.087625
spoof,3.009
spoof,8.818375
spoof,1.901875
spoof,2.0469375
spoof,2.7933125
spoof,1.6539375
spoof,2.6939375
spoof,2.1195
spoof,7.6271875
spoof,1.9793125
spoof,2.2218125
spoof,3.4058125
spoof,3.2946875
spoof,2.2845
spoof,6.1354375
spoof,3.0718125
spoof,2.4731875
spoof,2.602
spoof,4.8675625
spoof,2.2138125
spoof,2.865625
spoof,5.42
spoof,2.37875
spoof,1.7035625
spoof,2.118875
spoof,4.888375
spoof,2.3124375
spoof,7.713625
spoof,5.9439375
spoof,2.3734375
spoof,3.3496875
spoof,4.577375
spoof,3.0988125
spoof,4.458125
spoof,3.7345
spoof,3.4201875
spoof,2.9840625
spoof,4.49975
spoof,2.385875
spoof,3.042875
spoof,2.178375
spoof,5.7711875
spoof,2.884375
spoof,7.3895625
spoof,2.1011875
spoof,3.1560625
spoof,2.8209375
spoof,6.5051875
spoof,4.5400625
spoof,4.14425
